0.472025087,0.863392356,0.720084188,0.180603819,0.521631466,0.471713439,class-Elephant
0.667972747,0.822072877,0.266048956,0.622989378,0.108574287,0.103626165,class-Elephant
0.299357325,0.991986141,0.184726902,0.373956954,0.112103,0.805681279,class-Elephant
0.155149826,0.297946463,0.551424305,0.647807822,0.872105646,0.920508332,class-Elephant
0.070298807,0.525234495,0.079772962,0.488952059,0.65157236,0.094004843,class-Elephant
0.558446071,0.69620113,0.511111981,0.343229783,0.035393204,0.441620561,class-Elephant
0.700194903,0.940598213,0.408037519,0.80690132,0.621817918,0.542014682,class-Elephant
0.113894579,0.795141675,0.679770655,0.618919607,0.700291969,0.627623933,class-Elephant
0.164136618,0.252704085,0.498795903,0.914364473,0.737885938,0.097541541,class-Elephant
0.155163208,0.979125547,0.557022231,0.630037017,0.175559267,0.806690893,class-Elephant
0.122092854,0.938367538,0.202659912,0.244904549,0.194884688,0.487534544,class-Elephant
0.573402301,0.522069682,0.460075391,0.595071117,0.794726384,0.66967901,class-Elephant
0.608454567,0.208580847,0.497840552,0.202690703,0.3344788,0.576057237,class-Elephant
0.733174856,0.779218198,0.717563619,0.700249045,0.483634157,0.398089706,class-Elephant
0.663036188,0.67499773,0.330716735,0.483198619,0.862392664,0.747617941,class-Elephant
0.230540699,0.419317195,0.739395168,0.417385111,0.317348593,0.815159733,class-Elephant
0.083119469,0.690410448,0.60032846,0.4010741,0.610973549,0.771024324,class-Elephant
0.825999843,0.596904714,0.571179475,0.776926123,0.617025688,0.216900903,class-Tiger
0.266918898,0.757870586,0.631058115,0.884496781,0.948158533,0.80440573,class-Tiger
0.61617561,0.201868208,0.5074997,0.746838134,0.421919284,0.146688644,class-Tiger
0.914427058,0.73421218,0.93551309,0.108464147,0.275566286,0.415344514,class-Tiger
0.134668578,0.082508755,0.787945309,0.377329665,0.236590709,0.028571862,class-Tiger
0.87304622,0.179614993,0.666213325,0.805903343,0.145601593,0.792971783,class-Tiger
0.128094854,0.530076605,0.403430917,0.690221727,0.358187699,0.512616394,class-Tiger
0.767289778,0.710551848,0.740333631,0.729607394,0.195994204,0.263617481,class-Tiger
0.416576327,0.783768757,0.812298146,0.901023524,0.161142775,0.804903067,class-Tiger
0.687060425,0.758017994,0.816929802,0.080805713,0.180996595,0.254851007,class-Tiger
0.264222514,0.77420249,0.130736273,0.370293171,0.340562865,0.655286356,class-Tiger
0.88004606,0.798949918,0.735015571,0.743494533,0.905643455,0.605996679,class-Tiger
0.09027617,0.127353632,0.029412508,0.572980033,0.903962107,0.715417428,class-Tiger
0.996560224,0.340918444,0.590362772,0.424111954,0.685480695,0.139113645,class-Tiger
0.700457834,0.667461776,0.496929816,0.908449648,0.743134066,0.227116131,class-Tiger
0.848429806,0.011705398,0.200181186,0.803195811,0.500351868,0.469792415,class-Tiger
